	title	courier_id	record_number	page_numbers
1692	Today's schools prepare tomorrow's African scientists	078226	7518	[(3, '3'), (32, '32')]
1693	Trends in present-day African literature	078226	6274	[(3, '3')]
1694	Vernacular languages in a changing society	078226	6706	[(3, '3'), (28, '28')]
1695	Africa and the world	110439	110449	[(36, '36')]
1696	Ayurveda in a nutshell	110439	110442	[(3, '3'), (15, '15')]
1697	The Biosphere reserves of Senegal	110439	110450	[(3, '3'), (38, '38')]
1698	A Buddhist remedy	110439	110441	[(3, '3'), (12, '12')]
1699	China: the full treatment	110439	110447	[(3, '3'), (31, '31')]
1700	Culture and health	110439	110440	[(3, '3'), (6, '6'), (34, '34'), (35, '35')]
1701	The Gold and silver age of Banská Stiavnica	110439	110453	[]
1702	The Healing power of faith	110439	110444	[(3, '3'), (18, '18')]
1703	Interview with Abbas Kiarostami	110439	110455	[(1, '1'), (49, '49')]
1704	Music from South Africa	110439	110452	[(3, '3'), (42, '42')]
1705	Senegal: a mirror of the cosmos	110439	110445	[(3, '3'), (20, '20')]
1706	Zimbabwe: a healer in the marketplace	110439	110446	[(3, '3'), (30, '30')]
1707	Africa in the stress of technology	074880	50644	[(3, '3'), (23, '23'), (25, '25'), (31, '31')]
1708	Americans read more books than Europeans, a German specialist debunks two fallacies: (1) Americans rarely ever read, (2) the books they do read are of lower quality	074880	50645	[(27, '27')]
1709	The Enigma of the Thracians; tomb discoveries on the plains of Bulgaria shed new light on a civilization of hunters and goldsmiths dating back 3,000 years	074880	50642	[(16, '16')]
1710	International problems of television via satellite; a major debate at UNESCO's recent General Conference	074880	50643	[(20, '20')]
1711	Science and myth	074880	50640	[(3, '3'), (4, '4'), (6, '6'), (8, '8'), (10, '10')]
1712	Science is good for you, an interview with three UNESCO science prize winners	074880	50641	[(11, '11')]
1713	Africa rediscovers its cultural roots	074811	46583	[(3, '3'), (4, '4')]
1714	Africa's proverbial wit and wisdom	074811	46630	[(3, '3')]
1715	An Art that explains the universe	074811	46627	[(3, '3'), (21, '21')]
1716	The Awakening African cinema	074811	46639	[(3, '3'), (30, '30')]
1717	Decoding the message of African sculpture	074811	46619	[(3, '3'), (12, '12')]
1718	In search of a new African theatre	074811	46635	[(3, '3'), (29, '29'), (33, '33')]
1719	Masks from 20 countries	074811	46625	[(3, '3'), (18, '18')]
1720	A Song for every season: music in African life from the cradle to the grave	074811	46634	[(3, '3'), (26, '26')]
1721	Africa's dialogue with time	074777	44639	[(3, '3')]
1722	African prehistory and the evolution of man	074777	44679	[(3, '3'), (44, '44')]
1723	A Continent viewed from within; Africa and its history	074777	44634	[]
1724	The Cradle of mankind	074777	44664	[(3, '3'), (24, '24'), (39, '39')]
1725	The Empire of Kush: an original civilization which flourished for a thousand years in ancient Nubia	074777	44666	[(55, '55')]
1726	The General history of Africa	074777	45083	[(3, '3'), (5, '5'), (7, '7'), (60, '60'), (71, '71')]
1727	The Hamitic myth exploded: modern findings have refuted a once-prevalent theory on the peopling of the African continent	074777	44662	[(24, '24')]
1728	Inventors and technologists of pharaonic Egypt	074777	44665	[(3, '3'), (47, '47')]
1729	The Matriarchs of Meroe; a powerful line of queens who ruled the Kushite Empire	074777	44667	[(58, '58')]
1730	Old masters of the new Stone age: rock paintings that present a dazzling pageant of African prehistory	074777	44663	[(27, '27')]
1731	The Shaping of Swahili civilization	074777	44674	[(3, '3'), (66, '66')]
1732	Sundiata and Mansa Musa: architects of Mali's golden empire	074777	44668	[(60, '60')]
1733	Tongues that span the centuries; the faithful guardians of Africa's oral tradition	074777	44650	[(3, '3')]
1734	Africa's generation gap	064833	64813	[(3, '3'), (28, '28')]
1735	China's most precious energy source	064833	64814	[(3, '3'), (32, '32')]
1736	A Day in the life of... three young people recount the happenings of a typical day	064833	64809	[(3, '3'), (18, '18')]
1737	In search of the present	064833	64805	[(3, '3')]
1738	Spotlight on youth	064833	64810	[(3, '3'), (20, '20')]
1739	Streets apart	064833	64811	[(3, '3'), (25, '25')]
1740	That first job	064833	64806	[(3, '3'), (8, '8')]
1741	A Truce for children	064833	64817	[(3, '3'), (34, '34')]
1742	The Voice of youth from every continent	064833	64808	[(3, '3'), (13, '13')]
1743	World Congress on Youth	064833	64807	[(3, '3'), (12, '12')]
1744	Africa's invisible women	101119	101170	[(3, '3'), (21, '21')]
1745	Are men and women on the same wavelength?	101119	101186	[(3, '3'), (31, '31')]
1746	A Bank that only lends to the poor	101119	101149	[(3, '3'), (15, '15')]
1747	Baroque Zacatecas	101119	101196	[(1, '1'), (3, '3'), (40, '40')]
1748	Drylands and deserts	101119	101197	[(1, '1'), (3, '3'), (43, '43')]
1749	Fact file: the right to vote	101119	101199	[]
1750	Five women in the spotlight	101119	101200	[(9, '9'), (34, '34')]
1751	Going it alone	101119	101153	[(3, '3')]
1752	Listening to Africa	101119	101191	[(36, '36')]
1753	Lithuania: the first statute for women	101119	101181	[(3, '3'), (29, '29')]
1754	Men supporting women	101119	101185	[(3, '3'), (30, '30')]
1755	The Mothers of the Plaza de Mayo	101119	101171	[(3, '3'), (22, '22'), (23, '23')]
1756	Nelson Freire talks to Stany Kol	101119	101198	[]
1757	The North: a disturbing independence	101119	101121	[(3, '3'), (8, '8')]
1758	Norwegian politics bridges the gender gap	101119	101179	[(3, '3')]
1759	Pride without prejudice	101119	101146	[(3, '3')]
1760	The Road to Beijing	101119	101188	[(3, '3'), (33, '33')]
1761	Somalia: the great escape	101119	101173	[(3, '3'), (26, '26')]
1762	The South: a joint struggle	101119	101123	[(3, '3'), (9, '9')]
1763	Three women from Pakistan	101119	101152	[(3, '3'), (17, '17')]
1764	A Time for partnership	101119	101120	[(3, '3')]
1765	A Triptych by Sofía Gandarias: the art of inference	101119	101192	[]
1766	We have come a long way...'	101119	101172	[(25, '25')]
1767	Women Nobel laureates	101119	101190	[(3, '3'), (35, '35')]
1768	Africa's long march	092021	92009	[(3, '3'), (31, '31')]
1769	After Rio: a global partnership; commentary	092021	92016	[]
1770	Antarctica, continent of science and peace?	092021	92042	[(35, '35')]
1771	Between two worlds	092021	92008	[(3, '3'), (27, '27'), (69, '69')]
1772	The Common ground of humanity	092021	92007	[(3, '3'), (20, '20')]
1773	A Dream city built on salt	092021	92017	[(3, '3'), (70, '70')]
1774	Eastern Europe: an uphill road to freedom	092021	92011	[(3, '3')]
1775	The Face of a stranger	092021	92015	[(3, '3'), (67, '67')]
1776	A Golden age of dialogue	092021	92013	[(3, '3'), (57, '57')]
1777	Greenwatch	092021	92010	[(3, '3'), (39, '39')]
1778	Latin America: a different way forward?	092021	92012	[(3, '3'), (52, '52')]
1779	Louder than words	092021	92006	[(3, '3'), (18, '18')]
1780	Mikis Theodorakis describes a Greek childhood (interview)	092021	92003	[]
1781	The Moral imperative	092021	92005	[(3, '3'), (13, '13')]
1782	Of cockroaches and roses	092021	92044	[(35, '35')]
1783	One sky, one world	092021	92020	[(3, '3'), (77, '77'), (78, '78'), (79, '79'), (83, '83')]
1784	The Return of EL Niño	092021	92045	[(35, '35')]
1785	The Road from Rio	092021	92041	[]
1786	Stefan Zweig: anniversary 1881-1942	092021	92018	[]
1787	The Two faces of Europe	092021	92004	[(3, '3'), (11, '11')]
1788	Two great traditions	092021	92014	[(3, '3'), (61, '61')]
1789	A Worldwide synergy	092021	92043	[(35, '35'), (42, '42')]
1790	Ziryab, master of Andalusian music	092021	92019	[(3, '3'), (74, '74')]
1791	Africa's lost generation	089961	89938	[(7, '7')]
1792	Child labour in the world today	089961	89955	[(7, '7'), (37, '37'), (38, '38')]
1793	Children in gangs	089961	89937	[(7, '7')]
1794	Children of the streets	089961	89936	[(7, '7'), (16, '16'), (23, '23')]
1795	The Convention on the Rights of the Child	089961	89956	[(7, '7'), (12, '12'), (13, '13'), (34, '34'), (36, '36'), (39, '39')]
1796	Interview with Gabriel García Márquez	089961	89934	[(7, '7')]
1797	A Mirror for childhood	089961	89958	[(7, '7'), (43, '43')]
1798	Paula Li, Mohammed and their friends	089961	89939	[(7, '7')]
1799	The Right to be heard	089961	89935	[(7, '7'), (13, '13')]
1800	Sana'a, the pearl of Arabia	089961	89959	[(7, '7')]
1801	The Spoiled child	089961	89951	[(7, '7'), (32, '32')]
1802	Stress at an early age	089961	89940	[(7, '7'), (29, '29')]
1803	The Twelve who survive	089961	89953	[(7, '7'), (36, '36')]
1804	UNESCO from the beginning: a chronology of key events	089961	89933	[(2, '2')]
1805	UNESCO's first 45 years	089961	89932	[(7, '7')]
1806	The Story of a grand design	089961	89931	[(1, '1'), (2, '2'), (7, '7')]
1807	Africa's video alternative	114138	114155	[]
1808	¡Buenos días California!	114138	114151	[(2, '2'), (31, '31')]
1809	Crossed wires in global telecoms	114138	114157	[(1, '1'), (2, '2')]
1810	Eternal scapegoats	114138	114148	[(2, '2'), (26, '26')]
1811	Imagining and building the 21st century	114138	114140	[(9, '9')]
1812	Immigration policy in a global economy	114138	114153	[]
1813	An Inventive response	114138	114156	[(42, '42')]
1814	The Italian exception	114138	114150	[(2, '2'), (30, '30')]
1815	Last train to El Dorado?	114138	114149	[(2, '2'), (28, '28')]
1816	Mira Nair: an eye for paradox	114138	114158	[]
1817	Myths and realities	114138	114145	[]
1818	Nuclear watch in the Far North	114138	114141	[(2, '2')]
1819	The River's revenge	114138	114142	[]
1820	Russia's angry miners	114138	114139	[]
1821	Small arms, many hands	114138	114154	[(1, '1'), (2, '2'), (37, '37')]
1822	The Threatened dream	114138	114152	[(2, '2'), (33, '33')]
1823	A Two speed reform	114138	114144	[(16, '16')]
1824	Under the scorching sun	114138	114143	[(2, '2'), (14, '14')]
1825	Who goes where?	114138	114147	[(2, '2'), (23, '23')]
1826	World migration flows	114138	114146	[(2, '2')]
1827	Africa's women muralists	104975	104941	[(3, '3'), (14, '14')]
1828	Art's back-to-the-land movement	104975	104947	[(3, '3'), (22, '22')]
1829	Bohdan Khmelnytsky	104975	104972	[(3, '3'), (47, '47')]
1830	A Bridge to the creative past	104975	104944	[(3, '3')]
1831	Cosmetics and culture	104975	104945	[(3, '3'), (19, '19'), (51, '51')]
1832	Dancing with masks	104975	104943	[(3, '3'), (16, '16'), (51, '51')]
1833	From image to environment	104975	104956	[(36, '36'), (51, '51')]
1834	Higher education and new technologies	104975	104962	[(38, '38'), (51, '51')]
1835	Hungary's appointment with Europe	104975	104974	[(3, '3'), (50, '50'), (51, '51')]
1836	Installation art	104975	104950	[(3, '3'), (30, '30'), (50, '50'), (51, '51')]
1837	Isabelle Leymarie talks to Bernard Maury	104975	104973	[(3, '3'), (48, '48')]
1838	Lake Fertö: shallow waters steeped in wildlife	104975	104963	[]
1839	A Moment of grace	104975	104918	[(3, '3'), (10, '10'), (13, '13'), (51, '51')]
1840	Navajo paintings in sand	104975	104942	[(3, '3'), (15, '15')]
1841	Swimming against the tide	104975	104917	[(3, '3'), (6, '6'), (51, '51')]
1842	Taï National Park	104975	104967	[(40, '40'), (44, '44')]
1843	Working notes	104975	104949	[(3, '3'), (28, '28'), (51, '51')]
1844	Apocalypse now: a self-destroying Tinguely machine	104975	104954	[(35, '35')]
1845	An African approach	074741	46336	[(3, '3'), (7, '7')]
1846	Childhood awakening: a Jamaican experiment	074741	46340	[(3, '3'), (10, '10')]
1847	Communities that care	074741	46369	[(3, '3'), (24, '24')]
1848	Disabled characters in search of an author	074741	46377	[(3, '3'), (31, '31')]
1849	The Integration of the handicapped into society can be best prepared in special schools	074741	46344	[(3, '3'), (16, '16')]
1850	Our task is to bring the retarded into the community from which they have been excluded	074741	46357	[(3, '3'), (20, '20')]
1851	The Rights of mentally retarded persons: how far are they observed?	074741	46368	[(3, '3')]
1852	Self-reliance and the right to work	074741	46395	[(3, '3'), (29, '29')]
1853	SOS parents: the decisive role of the family in rehabilitating handicapped children	074741	46335	[(3, '3')]
1854	Sounds from silence: China's deaf children find a voice	074741	46372	[(26, '26')]
1855	Their handicap is hunger	074741	46337	[(3, '3'), (8, '8')]
1856	UNESCO and special education for handicapped children	074741	46342	[(3, '3'), (12, '12')]
1857	African archives and the oral tradition	062882	62740	[(3, '3'), (13, '13')]
1858	The 'Archives agreement': a modern approach to literary conservation and research	062882	62741	[(3, '3'), (17, '17')]
1859	The Computer revolution in research libraries	062882	62750	[(3, '3'), (26, '26')]
1860	Contested records: the legal status of national archives	062882	62737	[(3, '3'), (9, '9')]
1861	Grassroots of the pampas	062882	62749	[(3, '3'), (25, '25')]
1862	History off the record: the archives of a teaching age	062882	62751	[(3, '3'), (28, '28')]
1863	The Lenin Library	062882	62765	[(3, '3'), (33, '33')]
1864	A Letter of credit drawn on the past	062882	62744	[(3, '3'), (24, '24')]
1865	Libraries and archives for tomorrow	062882	62736	[(3, '3'), (5, '5')]
1866	The Memory of mankind	062882	62735	[(1, '1'), (3, '3'), (4, '4')]
1867	The New science of bibliology	062882	62766	[(3, '3'), (33, '33')]
1868	The Riches of the Vatican library	062882	62743	[(3, '3'), (23, '23')]
1869	Sense and censorship: behind the censor's blue pencil	062882	62752	[(3, '3'), (31, '31')]
1870	UNESCO's library and archives	062882	62742	[(3, '3'), (18, '18')]
1871	A 'What's what' of libraries and archives	062882	62767	[(3, '3'), (34, '34')]
1872	African art, where the hand has ears	074819	49433	[(3, '3'), (12, '12')]
1873	African arts take the high road away from Western art	074819	49435	[(3, '3'), (20, '20')]
1874	The Angry young men of Oceania: young writers and artists are leading a cultural reawakening in the Pacific	074819	49426	[(3, '3'), (4, '4')]
1875	The Children of the whale: extraordinary legends make up the oral traditions of Siberia's far north	074819	49437	[(3, '3'), (24, '24')]
1876	Three in one: Latin America's originality as a continent of Indian, African and Iberian racial and cultural mixture	074819	49446	[(3, '3'), (28, '28')]
1877	African childhood	074769	44086	[(3, '3'), (15, '15')]
1878	Children are born actors	074769	44083	[(3, '3'), (13, '13')]
1879	Children's books in an audio-visual age	074769	44090	[(3, '3'), (20, '20')]
1880	Mass media: the new Pied Piper	074769	44078	[(3, '3'), (10, '10')]
1881	Racism in textbooks: How racism takes root	074769	44095	[]
1882	Racism in textbooks: Through other eyes	074769	44093	[(3, '3'), (28, '28')]
1883	Television in focus	074769	44073	[(3, '3')]
1884	UNESCO and the International Year of the Child	074769	44091	[(3, '3'), (27, '27')]
1885	What should we do with whizzkids?	074769	44092	[(3, '3'), (32, '32')]
1886	African cinema: a young and relatively unknown art	078126	77902	[(3, '3'), (27, '27')]
1887	The Changing face of the life sciences	078126	77892	[(3, '3'), (4, '4')]
1888	The Development crisis in Africa	078126	77900	[(3, '3'), (23, '23')]
1889	A New world and a new era in world history	078126	77894	[(9, '9')]
1890	San Francisco de Lima: a jewel of Latin American baroque art	078126	77898	[]
1891	Sinan and Palladio: the parallel development of two master-builders	078126	77905	[(33, '33')]
1892	Sinan the Magnificent: the work of the great Turkish architect lives on, four centuries after his death	078126	77904	[]
1893	Towards the scientific re-awakening of Africa: dependence that is detrimental to progress	078126	77899	[(3, '3')]
1894	An African cosmology	074798	48174	[(1, '1'), (3, '3'), (27, '27')]
1895	Are we getting the science we need? A hard look at science as a trigger of change	074798	48157	[(3, '3'), (4, '4')]
1896	Dostoyevsky 'our great contemporary'	074798	48170	[(3, '3'), (22, '22')]
1897	Knots as numbers	074798	48173	[(1, '1'), (3, '3')]
1898	Mother tongue and the brain: a Japanese specialist's surprising discovery	074798	48162	[(3, '3'), (10, '10')]
1899	Portrait of a genius: a pictorial biography of Dostoyevsky	074798	48557	[(3, '3'), (16, '16')]
1900	The World of Dostoyevsky	074798	48166	[(1, '1'), (3, '3'), (15, '15')]
1901	African exodus: the dramatic problem of 150,000 refugees	062404	62414	[(3, '3')]
1902	The Hidden face of the cinema, pt. 2: film distribution	062404	62422	[]
1903	The Library of the future	062404	62412	[(3, '3'), (11, '11'), (12, '12'), (13, '13')]
1904	A Museum of the alphabet	062404	78195	[(3, '3'), (4, '4')]
1905	A Sputnik's eye view of the earth	062404	62418	[(3, '3')]
1906	UNESCO art pocket books: a new venture in art publishing	062404	62420	[(3, '3')]
